Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino,Novavax,Covaxin,Medicago,Sanofi/GSK,SKYCovione,Valneva
Germany,DEU,2021-01-31,2506721,40264,233,37,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-01,2625010,42488,289,38,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-02,2754801,45628,314,40,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-03,2911657,52030,341,41,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-04,3040534,57932,349,41,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-05,3181730,64409,358,42,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-06,3273331,67048,359,43,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-07,3324576,69390,362,44,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-08,3430226,73232,392,45,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-09,3561425,76704,579,45,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-10,3704231,81023,8978,46,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-11,3825199,88370,25496,48,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-12,3957774,97755,39917,54,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-13,4049018,101034,53332,55,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-14,4104740,103519,60635,56,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-15,4209848,108845,76184,68,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-16,4318953,115063,95925,69,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-17,4441885,123136,116911,73,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-18,4554900,131430,140940,79,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-19,4676210,141479,168601,80,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-20,4762979,145964,189966,86,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-21,4829613,149615,205778,89,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-22,4953264,158694,229801,90,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-23,5087653,166062,258722,92,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-24,5219920,173727,296061,93,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-25,5352077,180523,347623,93,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-26,5494181,189412,411037,93,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-27,5587045,193505,462540,96,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-02-28,5648750,197480,500574,98,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-01,5779892,207200,559256,98,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-02,5920955,217311,628474,98,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-03,6079769,232501,703292,99,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-04,6221692,247026,792794,99,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-05,6370540,260446,906782,101,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-06,6480185,269316,991415,101,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-07,6560159,276007,1052825,101,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-08,6694951,287002,1145867,102,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-09,6835772,299846,1245711,102,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-10,6995204,312129,1363852,103,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-11,7142784,325959,1487595,103,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-12,7294900,343373,1647003,104,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-13,7411309,352999,1762839,104,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-14,7499720,358523,1839614,104,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-15,7653110,371393,1923125,104,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-16,7820311,382718,1924334,104,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-17,8007646,400789,1925151,105,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-18,8182459,419045,1926552,105,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-19,8368778,439978,1965709,105,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-20,8504832,455339,2035815,105,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-21,8607399,464553,2089122,106,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-22,8774077,488554,2168638,106,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-23,8953016,508574,2269166,108,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-24,9151331,541997,2377279,111,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-25,9335908,569852,2497914,112,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-26,9535693,607281,2635651,114,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-27,9685800,635004,2740481,117,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-28,9801419,653575,2803216,120,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-29,9990377,678762,2894950,121,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-30,10205691,703357,2981433,122,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-03-31,10451781,739883,3033296,123,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-01,10692469,772547,3092585,143,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-02,10872524,787017,3124661,148,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-03,11046885,802940,3167049,148,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-04,11179649,813047,3217833,151,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-05,11345339,830957,3282921,151,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-06,11617527,863256,3370975,167,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-07,12216382,900703,3460547,184,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-08,12806597,936631,3552879,199,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-09,13285742,973535,3658583,206,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-10,13530157,996881,3760373,207,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-11,13698087,1015640,3834930,208,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-12,13968613,1045118,3947181,225,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-13,14427674,1072558,4064648,235,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-14,15077254,1106429,4189599,255,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-15,15614078,1142909,4298761,280,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-16,16037777,1175649,4425078,289,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-17,16255947,1198382,4543456,289,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-18,16425232,1213816,4626019,290,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-19,16712923,1247255,4703409,303,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-20,17111987,1286852,4854067,323,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-21,17582807,1329200,5090391,348,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-22,17963556,1373838,5304683,383,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-23,18309014,1417768,5457096,401,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-24,18541967,1467422,5537225,405,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-25,18728925,1501156,5596986,409,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-26,19055287,1543758,5664580,507,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-27,19809147,1595495,5717879,1083,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-28,20859918,1656463,5767988,1899,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-29,21685532,1720353,5824042,2799,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-04-30,22329331,1777854,5888601,3728,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-01,22569413,1819572,5928249,6361,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-02,22759024,1857088,5958289,8172,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-03,23074270,1927952,6025014,9872,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-04,23744441,1991368,6186320,12972,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-05,24645681,2070767,6411902,17575,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-06,25342669,2163547,6619017,22259,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-07,25900546,2250594,6827447,26840,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-08,26157797,2322748,6909476,28547,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-09,26348831,2379329,6941672,29624,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-10,26729117,2461425,7078872,33975,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-11,27630296,2542242,7260289,37805,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-12,28771040,2634708,7490835,43626,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-13,29071297,2701733,7535295,46308,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-14,29603363,2766859,7671696,54153,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-15,29872314,2827794,7731493,58450,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-16,30067144,2880386,7753539,63191,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-17,30394915,2966470,7881624,73231,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-18,31036621,3067848,8062774,81166,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-19,31913152,3168749,8263013,93620,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-20,32623398,3266245,8429574,104341,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-21,33203413,3352431,8594729,116445,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-22,33452734,3421454,8659270,130650,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-23,33641716,3481054,8674072,139467,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-24,33872826,3542768,8689270,147631,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-25,34343079,3622757,8796181,176846,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-26,35308339,3706023,8935177,265932,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-27,36055716,3795894,9068529,352157,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-28,36642422,3882134,9197150,438791,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-29,36894164,3944791,9259366,468402,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-30,37084488,3991967,9286171,477720,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-05-31,37465358,4059986,9366920,529634,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-01,38252483,4139897,9442370,615329,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-02,39300972,4213122,9523424,730585,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-03,39773529,4277879,9573738,784664,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-04,40345963,4349088,9651484,863556,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-05,40609665,4416081,9695114,901763,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-06,40803857,4456833,9719972,914838,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-07,41198524,4541959,9796348,969273,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-08,42135171,4617507,9858874,1042453,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-09,43392191,4704894,9923493,1142236,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-10,44370529,4794559,9981690,1235645,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-11,45151380,4884286,10050086,1333680,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-12,45428009,4957140,10095550,1372696,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-13,45591740,5020670,10119176,1383904,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-14,46003307,5122220,10191199,1440673,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-15,46895720,5226722,10276432,1502826,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-16,48054153,5332732,10375767,1580856,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-17,48945417,5436566,10468409,1652616,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-18,49651343,5531469,10564205,1721357,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-19,49916537,5614036,10615479,1747735,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-20,50082610,5685373,10645887,1758860,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-21,50485758,5783278,10733165,1792800,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-22,51412375,5879447,10839956,1825397,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-23,52583959,5976041,10960327,1862321,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-24,53377760,6063647,11074106,1904324,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-25,54052569,6140110,11180085,1945559,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-26,54302572,6209442,11254682,1962344,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-27,54463488,6267674,11310279,1966562,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-28,54853619,6357560,11425146,1990062,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-29,55603570,6450155,11564705,2012746,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-06-30,56473564,6544569,11707915,2033799,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-01,57197707,6627229,11834622,2055659,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-02,57832571,6721178,11910180,2077515,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-03,58088349,6800820,11938176,2093886,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-04,58255865,6869073,11950212,2101930,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-05,58638358,6963146,11987760,2117659,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-06,59322200,7061567,12034570,2133890,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-07,60225352,7156430,12087412,2152536,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-08,60933877,7256696,12130875,2172982,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-09,61505331,7354498,12171329,2191683,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-10,61724857,7439615,12192861,2203254,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-11,61861847,7503557,12202833,2211904,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-12,62209334,7582436,12228024,2226820,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-13,62903757,7659140,12264979,2246612,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-14,63817996,7730782,12313874,2271136,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-15,64470128,7801141,12353101,2294571,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-16,64997525,7865282,12381705,2316569,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-17,65179738,7928681,12397084,2335379,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-18,65296399,7970554,12407445,2345845,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-19,65584428,8021143,12425241,2359013,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-20,66160942,8069125,12446794,2372497,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-21,66890216,8114813,12470031,2386657,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-22,67470194,8158360,12489881,2400987,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-23,67934070,8200384,12505450,2417936,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-24,68085947,8238781,12512777,2430288,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-25,68157562,8270391,12515636,2436172,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-26,68427600,8309410,12528450,2447587,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-27,68950258,8351784,12550270,2460694,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-28,69606897,8398434,12574920,2475016,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-29,70120596,8441992,12594749,2489697,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-30,70518527,8487485,12609848,2505739,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-07-31,70655016,8523648,12615682,2518090,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-01,70727629,8548588,12617400,2523984,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-02,70964332,8582031,12626281,2535397,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-03,71401455,8620354,12638168,2548850,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-04,71953936,8657198,12650271,2562360,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-05,72425895,8697163,12657370,2577324,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-06,72796030,8732945,12664297,2592494,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-07,72930579,8765004,12665626,2605612,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-08,73013670,8786648,12666197,2609467,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-09,73249702,8828161,12671951,2618957,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-10,73655550,8870753,12680239,2630851,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-11,74160272,8918320,12689643,2647161,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-12,74582366,8956657,12696847,2666932,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-13,74919695,8997871,12702397,2686614,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-14,75065102,9030318,12703737,2702801,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-15,75148876,9051215,12704188,2709741,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-16,75363601,9084186,12707225,2724037,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-17,75708699,9114000,12712920,2740331,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-18,76109541,9144143,12718886,2759639,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-19,76435148,9170650,12724345,2779825,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-20,76695857,9194543,12728294,2800498,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-21,76813820,9215697,12728986,2814681,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-22,76882972,9231240,12729159,2820557,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-23,77060449,9260456,12732609,2834592,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-24,77334966,9286236,12736017,2851478,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-25,77651002,9311241,12739206,2870421,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-26,77919166,9333014,12741988,2889292,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-27,78138550,9355390,12744296,2908678,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-28,78246032,9370781,12744828,2923700,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-29,78312030,9379213,12744901,2930027,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-30,78467457,9396396,12746728,2943466,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-08-31,78707896,9412325,12748881,2958858,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-01,79000729,9428027,12750961,2974511,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-02,79247987,9441106,12752894,2989809,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-03,79443575,9453348,12754156,3004235,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-04,79531336,9461901,12754518,3014125,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-05,79580452,9467645,12754577,3019103,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-06,79713645,9477404,12755679,3028380,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-07,79938533,9486619,12756947,3040016,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-08,80196651,9498849,12758207,3052840,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-09,80439678,9510209,12759392,3066998,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-10,80629676,9522707,12760378,3082584,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-11,80718299,9531552,12760511,3093572,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-12,80769484,9536726,12760556,3098806,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-13,80907083,9546903,12761510,3110844,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-14,81149123,9555112,12763073,3124332,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-15,81433307,9566528,12764214,3139512,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-16,81696815,9576348,12765782,3155523,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-17,81906076,9587291,12766402,3171392,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-18,81999431,9594928,12766641,3181564,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-19,82051882,9600776,12766803,3186133,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-20,82191990,9608630,12767697,3195738,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-21,82435825,9616447,12768391,3206540,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-22,82713852,9626464,12769233,3218712,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-23,82976387,9634623,12769936,3232265,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-24,83176207,9644060,12770377,3244951,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-25,83260882,9650410,12770466,3253531,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-26,83306402,9654262,12770500,3257611,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-27,83440505,9660406,12770841,3265847,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-28,83676140,9666098,12771191,3275960,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-29,83928315,9671752,12771707,3286019,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-09-30,84145348,9677353,12772034,3296238,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-01,84262700,9680378,12772252,3302656,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-02,84286861,9682334,12772290,3305638,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-03,84293796,9683086,12772292,3306434,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-04,84381200,9686701,12772485,3311636,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-05,84590957,9690524,12772764,3318040,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-06,84813552,9694845,12772962,3324715,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-07,85038441,9699266,12773232,3332591,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-08,85185312,9703440,12773383,3339438,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-09,85217486,9705939,12773404,3342622,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-10,85227191,9706854,12773408,3343855,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-11,85317517,9710632,12773563,3348254,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-12,85521227,9715844,12773768,3353618,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-13,85742090,9721377,12774016,3358934,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-14,85961298,9726935,12774240,3364895,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-15,86102235,9732380,12774338,3369828,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-16,86136341,9734932,12774355,3372509,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-17,86145234,9737092,12774361,3373341,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-18,86236454,9741041,12774484,3377065,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-19,86439526,9746019,12774688,3381312,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-20,86659752,9751198,12774837,3385571,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-21,86874847,9755832,12774967,3389960,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-22,87016803,9760900,12775058,3394123,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-23,87051176,9763928,12775081,3396463,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-24,87061638,9764637,12775082,3397286,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-25,87163764,9768533,12775160,3400090,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-26,87406419,9774360,12775299,3404019,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-27,87670646,9781584,12775447,3407699,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-28,87934932,9788388,12775647,3411774,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-29,88110697,9795555,12775806,3415317,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-30,88152109,9799305,12775826,3417465,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-10-31,88163496,9800213,12775842,3418102,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-11-01,88220283,9803314,12775890,3419468,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-11-02,88461397,9810152,12776044,3422072,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-11-03,88774377,9818902,12776203,3425512,0,0,0,0,0,0,0,0,0,0
Germany,DEU,2021-11-04,89093735,9827098,12776443,3429536,0,0,0,0,0,0,0,0,0,0
